dataset,attribute,group,algorithm,set,iterations,error,classifier_type,classification_algorithm,asian_0.0_a_train_set_,asian_0.0_b_predicted_set_,asian_1.0_a_train_set_,asian_1.0_b_predicted_set_,asian_1.0_c_predictions_set_,black_0.0_a_train_set_,black_0.0_b_predicted_set_,black_1.0_a_train_set_,black_1.0_b_predicted_set_,black_1.0_c_predictions_set_,hisp_0.0_a_train_set_,hisp_0.0_b_predicted_set_,hisp_1.0_a_train_set_,hisp_1.0_b_predicted_set_,hisp_1.0_c_predictions_set_,other_0.0_a_train_set_,other_0.0_b_predicted_set_,other_1.0_a_train_set_,other_1.0_b_predicted_set_,other_1.0_c_predictions_set_,white_0.0_a_train_set_,white_0.0_b_predicted_set_,white_1.0_a_train_set_,white_1.0_b_predicted_set_,white_1.0_c_predictions_set_,asian_0.0_c_predictions_set_,black_0.0_c_predictions_set_,hisp_0.0_c_predictions_set_,other_0.0_c_predictions_set_,white_0.0_c_predictions_set_
Law School Admission Bar Passage,race1,hisp,Massaging,Test,1,False,Surrogate,SVC,0.0031,0.0029,0.0357,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0023,0.0054,0.0430,0.0400,0.0453,0.0019,0.0015,0.0164,0.0166,0.0180,0.0305,0.0273,0.8086,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Massaging,Test,1,False,Surrogate,GaussianNB,0.0031,0.0029,0.0357,0.0361,0.0307,0.0130,0.0132,0.0455,0.0458,0.0175,0.0023,0.0054,0.0430,0.0400,0.0234,0.0019,0.0015,0.0164,0.0166,0.0112,0.0305,0.0273,0.8086,0.8114,0.6910,0.0083,0.0414,0.0219,0.0068,0.1477
Law School Admission Bar Passage,race1,hisp,Massaging,Test,1,False,Surrogate,DecisionTreeClassifier,0.0031,0.0029,0.0357,0.0361,0.0375,0.0130,0.0132,0.0455,0.0458,0.0546,0.0023,0.0054,0.0430,0.0400,0.0414,0.0019,0.0015,0.0164,0.0166,0.0175,0.0305,0.0273,0.8086,0.8114,0.8002,0.0015,0.0044,0.0039,0.0005,0.0385
Law School Admission Bar Passage,race1,hisp,Massaging,Test,1,False,Surrogate,RandomForestClassifier,0.0031,0.0029,0.0357,0.0361,0.0380,0.0130,0.0132,0.0455,0.0458,0.0585,0.0023,0.0054,0.0430,0.0400,0.0443,0.0019,0.0015,0.0164,0.0166,0.0180,0.0305,0.0273,0.8086,0.8114,0.8314,0.0010,0.0005,0.0010,0.0000,0.0073
Law School Admission Bar Passage,race1,hisp,Massaging,Validation,1,False,Target,XGBClassifier,0.0031,0.0029,0.0357,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0580,0.0023,0.0059,0.0430,0.0395,0.0449,0.0019,0.0020,0.0164,0.0166,0.0185,0.0305,0.0273,0.8086,0.8118,0.8328,0.0000,0.0005,0.0005,0.0000,0.0063
Law School Admission Bar Passage,race1,hisp,Massaging,Test,1,False,Target,XGBClassifier,0.0031,0.0029,0.0357,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0585,0.0023,0.0054,0.0430,0.0400,0.0453,0.0019,0.0015,0.0164,0.0166,0.0180,0.0305,0.0273,0.8086,0.8114,0.8328,0.0000,0.0005,0.0000,0.0000,0.0058
Law School Admission Bar Passage,race1,hisp,Massaging,Validation,2,False,Surrogate,LogisticRegression,0.0031,0.0029,0.0357,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0023,0.0059,0.0430,0.0395,0.0453,0.0019,0.0020,0.0164,0.0166,0.0185,0.0305,0.0273,0.8086,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Massaging,Validation,2,False,Surrogate,SVC,0.0031,0.0029,0.0357,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0023,0.0059,0.0430,0.0395,0.0453,0.0019,0.0020,0.0164,0.0166,0.0185,0.0305,0.0273,0.8086,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Massaging,Validation,2,False,Surrogate,GaussianNB,0.0031,0.0029,0.0357,0.0356,0.0273,0.0130,0.0132,0.0455,0.0453,0.0185,0.0023,0.0059,0.0430,0.0395,0.0258,0.0019,0.0020,0.0164,0.0166,0.0102,0.0305,0.0273,0.8086,0.8118,0.6987,0.0112,0.0400,0.0195,0.0083,0.1404
Law School Admission Bar Passage,race1,hisp,Massaging,Validation,2,False,Surrogate,DecisionTreeClassifier,0.0031,0.0029,0.0357,0.0356,0.0375,0.0130,0.0132,0.0455,0.0453,0.0527,0.0023,0.0059,0.0430,0.0395,0.0429,0.0019,0.0020,0.0164,0.0166,0.0176,0.0305,0.0273,0.8086,0.8118,0.7952,0.0010,0.0059,0.0024,0.0010,0.0439
Law School Admission Bar Passage,race1,hisp,Massaging,Validation,2,False,Surrogate,RandomForestClassifier,0.0031,0.0029,0.0357,0.0356,0.0380,0.0130,0.0132,0.0455,0.0453,0.0575,0.0023,0.0059,0.0430,0.0395,0.0434,0.0019,0.0020,0.0164,0.0166,0.0185,0.0305,0.0273,0.8086,0.8118,0.8323,0.0005,0.0010,0.0020,0.0000,0.0068
Law School Admission Bar Passage,race1,hisp,Massaging,Test,2,False,Surrogate,LogisticRegression,0.0031,0.0029,0.0357,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0023,0.0054,0.0430,0.0400,0.0453,0.0019,0.0015,0.0164,0.0166,0.0180,0.0305,0.0273,0.8086,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Massaging,Test,2,False,Surrogate,SVC,0.0031,0.0029,0.0357,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0023,0.0054,0.0430,0.0400,0.0453,0.0019,0.0015,0.0164,0.0166,0.0180,0.0305,0.0273,0.8086,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Massaging,Test,2,False,Surrogate,GaussianNB,0.0031,0.0029,0.0357,0.0361,0.0307,0.0130,0.0132,0.0455,0.0458,0.0175,0.0023,0.0054,0.0430,0.0400,0.0234,0.0019,0.0015,0.0164,0.0166,0.0112,0.0305,0.0273,0.8086,0.8114,0.6910,0.0083,0.0414,0.0219,0.0068,0.1477
Law School Admission Bar Passage,race1,hisp,Massaging,Test,2,False,Surrogate,DecisionTreeClassifier,0.0031,0.0029,0.0357,0.0361,0.0375,0.0130,0.0132,0.0455,0.0458,0.0546,0.0023,0.0054,0.0430,0.0400,0.0414,0.0019,0.0015,0.0164,0.0166,0.0175,0.0305,0.0273,0.8086,0.8114,0.8002,0.0015,0.0044,0.0039,0.0005,0.0385
Law School Admission Bar Passage,race1,hisp,Massaging,Test,2,False,Surrogate,RandomForestClassifier,0.0031,0.0029,0.0357,0.0361,0.0380,0.0130,0.0132,0.0455,0.0458,0.0585,0.0023,0.0054,0.0430,0.0400,0.0443,0.0019,0.0015,0.0164,0.0166,0.0180,0.0305,0.0273,0.8086,0.8114,0.8314,0.0010,0.0005,0.0010,0.0000,0.0073
Law School Admission Bar Passage,race1,hisp,Massaging,Validation,2,False,Target,XGBClassifier,0.0031,0.0029,0.0357,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0580,0.0023,0.0059,0.0430,0.0395,0.0449,0.0019,0.0020,0.0164,0.0166,0.0185,0.0305,0.0273,0.8086,0.8118,0.8328,0.0000,0.0005,0.0005,0.0000,0.0063
Law School Admission Bar Passage,race1,hisp,Massaging,Test,2,False,Target,XGBClassifier,0.0031,0.0029,0.0357,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0585,0.0023,0.0054,0.0430,0.0400,0.0453,0.0019,0.0015,0.0164,0.0166,0.0180,0.0305,0.0273,0.8086,0.8114,0.8328,0.0000,0.0005,0.0000,0.0000,0.0058
Law School Admission Bar Passage,race1,other,Massaging,Validation,1,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0057,0.0059,0.0396,0.0395,0.0453,0.0010,0.0020,0.0173,0.0166,0.0185,0.0282,0.0273,0.8109,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,other,Massaging,Validation,1,False,Surrogate,SVC,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0057,0.0059,0.0396,0.0395,0.0453,0.0010,0.0020,0.0173,0.0166,0.0185,0.0282,0.0273,0.8109,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,other,Massaging,Validation,1,False,Surrogate,GaussianNB,0.0030,0.0029,0.0358,0.0356,0.0239,0.0130,0.0132,0.0455,0.0453,0.0107,0.0057,0.0059,0.0396,0.0395,0.0146,0.0010,0.0020,0.0173,0.0166,0.0049,0.0282,0.0273,0.8109,0.8118,0.0907,0.0146,0.0478,0.0307,0.0137,0.7484
Law School Admission Bar Passage,race1,other,Massaging,Validation,1,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0358,0.0356,0.0375,0.0130,0.0132,0.0455,0.0453,0.0507,0.0057,0.0059,0.0396,0.0395,0.0410,0.0010,0.0020,0.0173,0.0166,0.0176,0.0282,0.0273,0.8109,0.8118,0.7913,0.0010,0.0078,0.0044,0.0010,0.0478
Law School Admission Bar Passage,race1,other,Massaging,Validation,1,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0358,0.0356,0.0380,0.0130,0.0132,0.0455,0.0453,0.0585,0.0057,0.0059,0.0396,0.0395,0.0434,0.0010,0.0020,0.0173,0.0166,0.0185,0.0282,0.0273,0.8109,0.8118,0.8279,0.0005,0.0000,0.0020,0.0000,0.0112
Law School Admission Bar Passage,race1,other,Massaging,Test,1,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0057,0.0054,0.0396,0.0400,0.0453,0.0010,0.0015,0.0173,0.0166,0.0180,0.0282,0.0273,0.8109,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,other,Massaging,Test,1,False,Surrogate,SVC,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0057,0.0054,0.0396,0.0400,0.0453,0.0010,0.0015,0.0173,0.0166,0.0180,0.0282,0.0273,0.8109,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,other,Massaging,Test,1,False,Surrogate,GaussianNB,0.0030,0.0029,0.0358,0.0361,0.0297,0.0130,0.0132,0.0455,0.0458,0.0107,0.0057,0.0054,0.0396,0.0400,0.0112,0.0010,0.0015,0.0173,0.0166,0.0044,0.0282,0.0273,0.8109,0.8114,0.0980,0.0093,0.0482,0.0341,0.0136,0.7407
Law School Admission Bar Passage,race1,other,Massaging,Test,1,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0358,0.0361,0.0380,0.0130,0.0132,0.0455,0.0458,0.0521,0.0057,0.0054,0.0396,0.0400,0.0390,0.0010,0.0015,0.0173,0.0166,0.0171,0.0282,0.0273,0.8109,0.8114,0.7982,0.0010,0.0068,0.0063,0.0010,0.0404
Law School Admission Bar Passage,race1,other,Massaging,Test,1,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0358,0.0361,0.0380,0.0130,0.0132,0.0455,0.0458,0.0580,0.0057,0.0054,0.0396,0.0400,0.0419,0.0010,0.0015,0.0173,0.0166,0.0180,0.0282,0.0273,0.8109,0.8114,0.8328,0.0010,0.0010,0.0034,0.0000,0.0058
Law School Admission Bar Passage,race1,other,Massaging,Validation,1,False,Target,XGBClassifier,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0575,0.0057,0.0059,0.0396,0.0395,0.0444,0.0010,0.0020,0.0173,0.0166,0.0185,0.0282,0.0273,0.8109,0.8118,0.8269,0.0000,0.0010,0.0010,0.0000,0.0122
Law School Admission Bar Passage,race1,other,Massaging,Test,1,False,Target,XGBClassifier,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0580,0.0057,0.0054,0.0396,0.0400,0.0443,0.0010,0.0015,0.0173,0.0166,0.0166,0.0282,0.0273,0.8109,0.8114,0.8280,0.0000,0.0010,0.0010,0.0015,0.0107
Law School Admission Bar Passage,race1,other,Massaging,Validation,2,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0057,0.0059,0.0396,0.0395,0.0453,0.0010,0.0020,0.0173,0.0166,0.0185,0.0282,0.0273,0.8109,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,other,Massaging,Validation,2,False,Surrogate,SVC,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0057,0.0059,0.0396,0.0395,0.0453,0.0010,0.0020,0.0173,0.0166,0.0185,0.0282,0.0273,0.8109,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,other,Massaging,Validation,2,False,Surrogate,GaussianNB,0.0030,0.0029,0.0358,0.0356,0.0239,0.0130,0.0132,0.0455,0.0453,0.0107,0.0057,0.0059,0.0396,0.0395,0.0146,0.0010,0.0020,0.0173,0.0166,0.0049,0.0282,0.0273,0.8109,0.8118,0.0907,0.0146,0.0478,0.0307,0.0137,0.7484
Law School Admission Bar Passage,race1,other,Massaging,Validation,2,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0358,0.0356,0.0375,0.0130,0.0132,0.0455,0.0453,0.0507,0.0057,0.0059,0.0396,0.0395,0.0410,0.0010,0.0020,0.0173,0.0166,0.0176,0.0282,0.0273,0.8109,0.8118,0.7913,0.0010,0.0078,0.0044,0.0010,0.0478
Law School Admission Bar Passage,race1,other,Massaging,Validation,2,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0358,0.0356,0.0380,0.0130,0.0132,0.0455,0.0453,0.0585,0.0057,0.0059,0.0396,0.0395,0.0434,0.0010,0.0020,0.0173,0.0166,0.0185,0.0282,0.0273,0.8109,0.8118,0.8279,0.0005,0.0000,0.0020,0.0000,0.0112
Law School Admission Bar Passage,race1,other,Massaging,Test,2,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0057,0.0054,0.0396,0.0400,0.0453,0.0010,0.0015,0.0173,0.0166,0.0180,0.0282,0.0273,0.8109,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,other,Massaging,Test,2,False,Surrogate,SVC,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0057,0.0054,0.0396,0.0400,0.0453,0.0010,0.0015,0.0173,0.0166,0.0180,0.0282,0.0273,0.8109,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,other,Massaging,Test,2,False,Surrogate,GaussianNB,0.0030,0.0029,0.0358,0.0361,0.0297,0.0130,0.0132,0.0455,0.0458,0.0107,0.0057,0.0054,0.0396,0.0400,0.0112,0.0010,0.0015,0.0173,0.0166,0.0044,0.0282,0.0273,0.8109,0.8114,0.0980,0.0093,0.0482,0.0341,0.0136,0.7407
Law School Admission Bar Passage,race1,other,Massaging,Test,2,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0358,0.0361,0.0380,0.0130,0.0132,0.0455,0.0458,0.0521,0.0057,0.0054,0.0396,0.0400,0.0390,0.0010,0.0015,0.0173,0.0166,0.0171,0.0282,0.0273,0.8109,0.8114,0.7982,0.0010,0.0068,0.0063,0.0010,0.0404
Law School Admission Bar Passage,race1,other,Massaging,Test,2,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0358,0.0361,0.0380,0.0130,0.0132,0.0455,0.0458,0.0580,0.0057,0.0054,0.0396,0.0400,0.0419,0.0010,0.0015,0.0173,0.0166,0.0180,0.0282,0.0273,0.8109,0.8114,0.8328,0.0010,0.0010,0.0034,0.0000,0.0058
Law School Admission Bar Passage,race1,other,Massaging,Validation,2,False,Target,XGBClassifier,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0575,0.0057,0.0059,0.0396,0.0395,0.0444,0.0010,0.0020,0.0173,0.0166,0.0185,0.0282,0.0273,0.8109,0.8118,0.8269,0.0000,0.0010,0.0010,0.0000,0.0122
Law School Admission Bar Passage,race1,other,Massaging,Test,2,False,Target,XGBClassifier,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0580,0.0057,0.0054,0.0396,0.0400,0.0443,0.0010,0.0015,0.0173,0.0166,0.0166,0.0282,0.0273,0.8109,0.8114,0.8280,0.0000,0.0010,0.0010,0.0015,0.0107
Law School Admission Bar Passage,race1,white,Massaging,Validation,1,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0018,0.0020,0.0165,0.0166,0.0185,0.0274,0.0273,0.8117,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,white,Massaging,Validation,1,False,Surrogate,SVC,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0018,0.0020,0.0165,0.0166,0.0185,0.0274,0.0273,0.8117,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,white,Massaging,Validation,1,False,Surrogate,GaussianNB,0.0030,0.0029,0.0358,0.0356,0.0166,0.0130,0.0132,0.0455,0.0453,0.0190,0.0056,0.0059,0.0397,0.0395,0.0239,0.0018,0.0020,0.0165,0.0166,0.0078,0.0274,0.0273,0.8117,0.8118,0.3023,0.0219,0.0395,0.0215,0.0107,0.5368
Law School Admission Bar Passage,race1,white,Massaging,Validation,1,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0358,0.0356,0.0361,0.0130,0.0132,0.0455,0.0453,0.0488,0.0056,0.0059,0.0397,0.0395,0.0424,0.0018,0.0020,0.0165,0.0166,0.0171,0.0274,0.0273,0.8117,0.8118,0.8230,0.0024,0.0098,0.0029,0.0015,0.0161
Law School Admission Bar Passage,race1,white,Massaging,Validation,1,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0358,0.0356,0.0371,0.0130,0.0132,0.0455,0.0453,0.0551,0.0056,0.0059,0.0397,0.0395,0.0434,0.0018,0.0020,0.0165,0.0166,0.0185,0.0274,0.0273,0.8117,0.8118,0.8323,0.0015,0.0034,0.0020,0.0000,0.0068
Law School Admission Bar Passage,race1,white,Massaging,Test,1,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0056,0.0054,0.0397,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0180,0.0274,0.0273,0.8117,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,white,Massaging,Test,1,False,Surrogate,SVC,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0056,0.0054,0.0397,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0180,0.0274,0.0273,0.8117,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,white,Massaging,Test,1,False,Surrogate,GaussianNB,0.0030,0.0029,0.0358,0.0361,0.0244,0.0130,0.0132,0.0455,0.0458,0.0185,0.0056,0.0054,0.0397,0.0400,0.0200,0.0018,0.0015,0.0165,0.0166,0.0083,0.0274,0.0273,0.8117,0.8114,0.3124,0.0146,0.0404,0.0253,0.0097,0.5263
Law School Admission Bar Passage,race1,white,Massaging,Test,1,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0358,0.0361,0.0336,0.0130,0.0132,0.0455,0.0458,0.0512,0.0056,0.0054,0.0397,0.0400,0.0409,0.0018,0.0015,0.0165,0.0166,0.0180,0.0274,0.0273,0.8117,0.8114,0.8265,0.0054,0.0078,0.0044,0.0000,0.0122
Law School Admission Bar Passage,race1,white,Massaging,Test,1,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0358,0.0361,0.0375,0.0130,0.0132,0.0455,0.0458,0.0560,0.0056,0.0054,0.0397,0.0400,0.0424,0.0018,0.0015,0.0165,0.0166,0.0180,0.0274,0.0273,0.8117,0.8114,0.8348,0.0015,0.0029,0.0029,0.0000,0.0039
Law School Admission Bar Passage,race1,white,Massaging,Validation,1,False,Target,XGBClassifier,0.0030,0.0029,0.0358,0.0356,0.0380,0.0130,0.0132,0.0455,0.0453,0.0570,0.0056,0.0059,0.0397,0.0395,0.0439,0.0018,0.0020,0.0165,0.0166,0.0185,0.0274,0.0273,0.8117,0.8118,0.8362,0.0005,0.0015,0.0015,0.0000,0.0029
Law School Admission Bar Passage,race1,white,Massaging,Test,1,False,Target,XGBClassifier,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0056,0.0054,0.0397,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0180,0.0274,0.0273,0.8117,0.8114,0.8367,0.0000,0.0000,0.0000,0.0000,0.0019
Law School Admission Bar Passage,race1,white,Massaging,Validation,2,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0018,0.0020,0.0165,0.0166,0.0185,0.0274,0.0273,0.8117,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,white,Massaging,Validation,2,False,Surrogate,SVC,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0018,0.0020,0.0165,0.0166,0.0185,0.0274,0.0273,0.8117,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,white,Massaging,Validation,2,False,Surrogate,GaussianNB,0.0030,0.0029,0.0358,0.0356,0.0166,0.0130,0.0132,0.0455,0.0453,0.0190,0.0056,0.0059,0.0397,0.0395,0.0239,0.0018,0.0020,0.0165,0.0166,0.0078,0.0274,0.0273,0.8117,0.8118,0.3023,0.0219,0.0395,0.0215,0.0107,0.5368
Law School Admission Bar Passage,race1,white,Massaging,Validation,2,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0358,0.0356,0.0361,0.0130,0.0132,0.0455,0.0453,0.0488,0.0056,0.0059,0.0397,0.0395,0.0424,0.0018,0.0020,0.0165,0.0166,0.0171,0.0274,0.0273,0.8117,0.8118,0.8230,0.0024,0.0098,0.0029,0.0015,0.0161
Law School Admission Bar Passage,race1,white,Massaging,Validation,2,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0358,0.0356,0.0371,0.0130,0.0132,0.0455,0.0453,0.0551,0.0056,0.0059,0.0397,0.0395,0.0434,0.0018,0.0020,0.0165,0.0166,0.0185,0.0274,0.0273,0.8117,0.8118,0.8323,0.0015,0.0034,0.0020,0.0000,0.0068
Law School Admission Bar Passage,race1,white,Massaging,Test,2,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0056,0.0054,0.0397,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0180,0.0274,0.0273,0.8117,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,white,Massaging,Test,2,False,Surrogate,SVC,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0056,0.0054,0.0397,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0180,0.0274,0.0273,0.8117,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,white,Massaging,Test,2,False,Surrogate,GaussianNB,0.0030,0.0029,0.0358,0.0361,0.0244,0.0130,0.0132,0.0455,0.0458,0.0185,0.0056,0.0054,0.0397,0.0400,0.0200,0.0018,0.0015,0.0165,0.0166,0.0083,0.0274,0.0273,0.8117,0.8114,0.3124,0.0146,0.0404,0.0253,0.0097,0.5263
Law School Admission Bar Passage,race1,white,Massaging,Test,2,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0358,0.0361,0.0336,0.0130,0.0132,0.0455,0.0458,0.0512,0.0056,0.0054,0.0397,0.0400,0.0409,0.0018,0.0015,0.0165,0.0166,0.0180,0.0274,0.0273,0.8117,0.8114,0.8265,0.0054,0.0078,0.0044,0.0000,0.0122
Law School Admission Bar Passage,race1,white,Massaging,Test,2,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0358,0.0361,0.0375,0.0130,0.0132,0.0455,0.0458,0.0560,0.0056,0.0054,0.0397,0.0400,0.0424,0.0018,0.0015,0.0165,0.0166,0.0180,0.0274,0.0273,0.8117,0.8114,0.8348,0.0015,0.0029,0.0029,0.0000,0.0039
Law School Admission Bar Passage,race1,white,Massaging,Validation,2,False,Target,XGBClassifier,0.0030,0.0029,0.0358,0.0356,0.0380,0.0130,0.0132,0.0455,0.0453,0.0570,0.0056,0.0059,0.0397,0.0395,0.0439,0.0018,0.0020,0.0165,0.0166,0.0185,0.0274,0.0273,0.8117,0.8118,0.8362,0.0005,0.0015,0.0015,0.0000,0.0029
Law School Admission Bar Passage,race1,white,Massaging,Test,2,False,Target,XGBClassifier,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0056,0.0054,0.0397,0.0400,0.0453,0.0018,0.0015,0.0165,0.0166,0.0180,0.0274,0.0273,0.8117,0.8114,0.8367,0.0000,0.0000,0.0000,0.0000,0.0019
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,1,False,Surrogate,LogisticRegression,0.0023,0.0029,0.0377,0.0356,0.0385,0.0128,0.0132,0.0448,0.0453,0.0585,0.0054,0.0059,0.0398,0.0395,0.0453,0.0017,0.0020,0.0165,0.0166,0.0185,0.0281,0.0273,0.8110,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,1,False,Surrogate,SVC,0.0023,0.0029,0.0377,0.0356,0.0385,0.0128,0.0132,0.0448,0.0453,0.0585,0.0054,0.0059,0.0398,0.0395,0.0453,0.0017,0.0020,0.0165,0.0166,0.0185,0.0281,0.0273,0.8110,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,1,False,Surrogate,GaussianNB,0.0023,0.0029,0.0377,0.0356,0.0239,0.0128,0.0132,0.0448,0.0453,0.0102,0.0054,0.0059,0.0398,0.0395,0.0137,0.0017,0.0020,0.0165,0.0166,0.0049,0.0281,0.0273,0.8110,0.8118,0.0000,0.0146,0.0483,0.0317,0.0137,0.8391
